Ruta	Descripción	Fecha Gaceta	Fecha Vigencia
537	SANTA CRUZ-GUAITIL	ASOCIACION DE DESARROLLO INTEGRAL DE SANTA BARBARA DE SANTA CRUZ DE GUANACASTE	(RA-178)
537	SANTA CRUZ-ORIENTE	ASOCIACION DE DESARROLLO INTEGRAL DE SANTA BARBARA DE SANTA CRUZ DE GUANACASTE	(RA-178)
537	SANTA CRUZ-SANTA BARBARA	ASOCIACION DE DESARROLLO INTEGRAL DE SANTA BARBARA DE SANTA CRUZ DE GUANACASTE	(RA-178)
537	SANTA CRUZ-SAN MIGUEL	ASOCIACION DE DESARROLLO INTEGRAL DE SANTA BARBARA DE SANTA CRUZ DE GUANACASTE	(RA-178)
550	LIBERIA-NICOYA	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	LIBERIA-SANTA CRUZ	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	LIBERIA-BELEN	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	LIBERIA-FILADELFIA	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	LIBERIA-GUARDIA	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	SANTA CRUZ-FILADELFIA	TRANSPORTES LA PAMPA LTDA	(RA-316)
550	SANTA CRUZ-NICOYA	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-PLAYA TAMARINDO	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-PLAYA FLAMINGO	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-HUACAS	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-EL LLANO	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-PORTEGOLPE	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-CARTAGENA	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-SANTA ANA	TRANSPORTES LA PAMPA LTDA	(RA-316)
1505	LIBERIA-CRUCE A BELEN	TRANSPORTES LA PAMPA LTDA	(RA-316)
